TrainerID,Name,Surname,BirthDate,Gender,TrainerType,CountryID,FitnessCenterID
2048,Tab,Ellerey,2003/01/21,Z,Pomocni,25,849
2049,Birdie,Flye,1991/07/30,M,Pomocni,566,204
2050,Kathleen,Gasticke,2005/01/18,Z,Pomocni,393,595
2051,Rubie,Stigger,2008/12/09,M,Glavni,409,891
2052,Skippie,Penwright,1989/07/09,M,Pomocni,726,649
2053,Fey,Hulls,1984/07/29,Z,Pomocni,208,29
2054,Phillida,Tripe,1983/04/05,M,Glavni,756,592
2055,Marya,Woodbridge,1989/10/05,Z,Pomocni,746,846
2056,Philip,Pontain,1992/09/05,Z,Pomocni,702,397
2057,Ludvig,Rogister,1995/10/08,Z,Glavni,39,914
2058,Trudey,Margery,1995/05/10,M,Pomocni,711,755
2059,Garrott,Beggin,1987/09/14,M,Glavni,15,674
2060,Danyelle,Byles,1986/07/21,Z,Pomocni,1,309
2061,Scarlett,Cobson,2004/04/18,M,Glavni,992,651
2062,Elia,Horick,2000/11/04,Z,Pomocni,686,955
2063,Goddart,Considine,1985/03/15,M,Pomocni,733,841
2064,Natividad,Beves,1981/09/01,M,Pomocni,252,771
2065,Morse,Pittwood,1986/11/15,M,Glavni,116,882
2066,Wallis,Maleham,1994/05/22,M,Glavni,557,997
2067,Lewiss,Somerville,1984/08/19,M,Pomocni,17,72
2068,Tisha,Radolf,2001/05/11,Z,Pomocni,652,822
2069,Pauly,Barlace,2002/11/09,Z,Glavni,860,443
2070,Madelaine,Tumelty,1998/12/17,Z,Glavni,358,343
2071,Leeland,Heap,2003/08/19,Z,Pomocni,110,260
2072,Danni,Boumphrey,1991/01/12,Z,Pomocni,212,140
2073,Teddy,Lante,1985/09/05,Z,Glavni,647,641
2074,Brandi,Beckles,1997/03/26,M,Glavni,965,148
2075,Dex,Troker,1983/08/02,Z,Glavni,266,347
2076,Vinny,Benito,1988/12/02,Z,Glavni,196,414
2077,Wyndham,Pinsent,1995/06/15,M,Glavni,354,533
2078,Jenda,Barr,2009/05/21,M,Glavni,201,998
2079,Stu,Edelheit,2007/10/31,Z,Glavni,763,888
2080,Werner,Glencrosche,2007/04/04,M,Pomocni,438,48
2081,Roseanna,Widd,1990/10/19,Z,Glavni,162,496
2082,Georgie,Dean,1990/05/01,M,Glavni,143,912
2083,Elka,Kmiec,1990/03/01,Z,Glavni,90,541
2084,Umeko,MacGillreich,1996/03/17,Z,Glavni,253,967
2085,Craggy,Aronowicz,1987/08/04,Z,Pomocni,384,138
2086,Huntington,Wolvey,1990/06/02,Z,Pomocni,451,942
2087,Jade,Lestrange,1990/02/21,Z,Glavni,552,455
2088,Lambert,Constantine,1982/12/02,Z,Glavni,429,210
2089,Rubia,Fettes,1981/09/01,M,Glavni,219,546
2090,Ursola,Feaviour,1981/04/07,M,Glavni,242,152
2091,Findley,Quinnelly,2010/11/03,Z,Glavni,483,21
2092,Raphael,Ewing,1990/06/16,M,Glavni,366,693
2093,Sloane,Abrahami,2008/11/17,Z,Pomocni,579,400
2094,Tommy,Moubray,1984/08/22,M,Glavni,583,105
2095,Martainn,Tuminini,2001/12/13,Z,Pomocni,724,28
2096,Jessamyn,Weston,2008/02/10,M,Pomocni,985,638
2097,Marcellus,Jovey,2005/08/14,Z,Pomocni,461,31
2098,Sonnnie,Behrendsen,1992/11/02,M,Glavni,336,411
2099,Barn,Ableson,1998/06/27,Z,Glavni,53,741
2100,Brandyn,Wrangle,1985/08/27,M,Glavni,542,823
2101,Ivie,Simenet,2007/12/03,M,Pomocni,640,952
2102,Caterina,Careswell,1991/06/05,M,Glavni,215,851
2103,Annabel,Halpeine,1982/02/04,Z,Glavni,194,444
2104,Carmelina,Ackeroyd,2005/06/21,Z,Glavni,301,419
2105,Heloise,Treversh,1997/07/06,Z,Glavni,177,524
2106,Orion,Dugue,1988/03/08,Z,Glavni,624,193
2107,Ikey,Lantiffe,2006/10/28,Z,Glavni,382,644
2108,Teresita,MacElane,1999/11/08,M,Pomocni,132,738
2109,Gorden,Kordas,1988/02/09,Z,Glavni,171,574
2110,Violante,Tompkinson,2001/07/18,Z,Glavni,174,708
2111,Yves,Stelljes,1986/10/16,M,Pomocni,551,583
2112,Charline,Ault,1993/01/21,M,Glavni,781,571
2113,Cortie,Gaiford,1987/06/11,M,Glavni,109,282
2114,Ailee,Ninnis,2003/08/20,M,Pomocni,444,720
2115,Casie,Toombs,1996/02/12,M,Pomocni,431,253
2116,Galina,Lehmann,1984/06/05,M,Pomocni,491,112
2117,Bard,Le Surf,1983/02/04,Z,Glavni,506,168
2118,Hersch,Topley,1988/11/15,Z,Glavni,586,1
2119,Kamila,Perrat,2000/05/14,Z,Pomocni,914,999
2120,Valli,Roostan,2006/04/07,M,Glavni,337,754
2121,Craggie,Saiens,2004/10/31,M,Pomocni,310,483
2122,Jarib,Ossenna,2005/03/30,M,Glavni,122,17
2123,Adan,Rutt,1983/09/11,Z,Pomocni,918,482
2124,Karen,Paulley,2009/01/02,Z,Glavni,610,504
2125,Werner,Sircomb,2006/04/06,Z,Glavni,778,467
2126,Ericka,Johns,2009/12/10,Z,Pomocni,951,802
2127,Charissa,Chasson,1997/03/20,Z,Pomocni,10,682
2128,Manny,Izzat,2010/03/24,M,Pomocni,850,272
2129,Noe,Hampe,1986/09/25,M,Pomocni,237,673
2130,Al,Warham,2008/11/22,Z,Pomocni,815,239
2131,Merwin,Hirschmann,1991/02/22,M,Glavni,866,885
2132,Genevieve,Stellino,1989/07/17,Z,Glavni,525,2
2133,Alfonso,Paddie,2007/07/31,M,Pomocni,79,749
2134,Adriana,Adrianello,2010/01/06,M,Glavni,146,236
2135,Gail,Ashfield,1993/12/17,Z,Glavni,538,714
2136,Marsha,Hubane,2010/05/27,M,Pomocni,929,817
2137,Jacky,Hammersley,1985/01/27,M,Pomocni,664,660
2138,Kaiser,Halling,1988/09/18,M,Pomocni,923,522
2139,Dre,Sansome,2004/05/23,M,Glavni,362,189
2140,Gabriel,Battey,1981/06/10,Z,Glavni,945,727
2141,Gavin,Le Quesne,1990/05/30,M,Glavni,74,212
2142,Felipa,Anthony,2007/04/16,M,Pomocni,12,5
2143,Zachery,Lyford,2009/05/21,Z,Pomocni,375,89
2144,Sawyere,Obispo,2007/11/08,M,Glavni,547,34
2145,Willa,Colcomb,2009/10/29,Z,Pomocni,891,514
2146,Iseabal,Silverthorne,2007/06/26,Z,Pomocni,767,118
2147,Patten,McPherson,1999/06/13,Z,Pomocni,947,341
2148,Flint,Domenicone,2001/01/13,Z,Glavni,845,103
2149,Asher,Khadir,2005/03/01,Z,Pomocni,236,558
2150,Bendix,Payler,1984/06/18,Z,Pomocni,478,12
2151,Samara,Ariss,2007/04/11,Z,Pomocni,810,813
2152,Wilona,Charrett,2010/11/14,Z,Glavni,859,254
2153,Traver,Preist,2006/02/16,M,Pomocni,365,218
2154,Holly,Stout,1988/10/27,Z,Pomocni,605,275
2155,Theodora,Menichillo,1988/05/20,M,Glavni,816,584
2156,Vale,Budget,1991/12/16,Z,Pomocni,980,472
2157,Whittaker,Mounter,1985/06/24,M,Pomocni,829,438
2158,Tedmund,Oxby,1988/02/27,Z,Pomocni,97,323
2159,Ainsley,Swate,1986/12/13,Z,Pomocni,633,431
2160,Latisha,Saladine,1990/07/02,M,Glavni,373,396
2161,Margit,Bucknell,2007/01/12,M,Pomocni,55,93
2162,Steffane,Melross,2001/01/28,M,Glavni,628,517
2163,Quinn,Francomb,1987/11/07,M,Glavni,307,440
2164,Corrie,Brisco,1996/05/23,Z,Glavni,184,336
2165,Flem,Dubble,1994/12/10,M,Pomocni,342,534
2166,Neddy,Hardi,2010/09/14,Z,Pomocni,975,387
2167,Pris,Hailes,1995/12/26,M,Pomocni,892,335
2168,Carmelle,McGillecole,1992/07/28,M,Glavni,907,820
2169,Andrej,Plastow,1999/09/21,Z,Pomocni,408,896
2170,Britney,Hume,1983/11/28,Z,Glavni,327,917
2171,Jamesy,De Banke,1985/02/11,Z,Pomocni,895,330
2172,Baron,Iddiens,2010/12/09,M,Pomocni,676,698
2173,Bill,Thridgould,2004/05/26,Z,Glavni,399,945
2174,Stephi,Niaves,1984/07/02,M,Glavni,650,614
2175,Flora,Dyers,2006/07/03,Z,Pomocni,41,75
2176,Wilhelm,Abrahams,1984/05/07,Z,Glavni,572,515
2177,Hank,Ambrosio,1991/02/25,M,Glavni,80,235
2178,Jaimie,Riddich,1988/02/07,M,Pomocni,616,27
2179,Lucille,Moodie,1987/10/08,Z,Glavni,96,899
2180,Teena,Honniebal,1999/04/14,Z,Glavni,692,715
2181,Jayme,Gives,1996/06/27,M,Pomocni,749,950
2182,Dwight,Austen,2008/03/30,M,Pomocni,224,269
2183,Penelopa,Weafer,1987/10/30,Z,Pomocni,870,329
2184,Brockie,Ubee,1990/09/13,Z,Glavni,66,258
2185,Nester,Lomis,1990/11/16,M,Pomocni,942,489
2186,Renard,Ricardon,1983/10/18,Z,Pomocni,549,712
2187,Josefina,Loveday,1987/09/19,M,Pomocni,446,520
2188,Riordan,MacGall,1993/10/30,Z,Pomocni,487,654
2189,Yehudi,Parfett,1981/07/03,Z,Pomocni,751,807
2190,Kathie,Foad,1996/12/11,M,Pomocni,320,792
2191,Tove,Garoghan,1998/11/04,M,Pomocni,140,408
2192,Mira,Wozencroft,1995/07/13,M,Glavni,258,605
2193,Marnie,Riach,2007/09/11,M,Glavni,379,259
2194,Renell,Swafield,2005/03/07,M,Glavni,801,450
2195,Patty,Dering,1990/03/16,M,Glavni,788,91
2196,Annadiane,Meir,2003/05/10,M,Glavni,347,279
2197,Coleen,Hellyar,2000/08/11,Z,Glavni,739,655
2198,Hermine,Gladdish,1988/11/22,Z,Glavni,582,837
2199,Jeddy,Collinwood,1986/08/17,M,Glavni,675,786
2200,Mohandas,Prozescky,2003/08/26,Z,Glavni,126,304
2201,Isidor,Guerrier,1993/05/31,Z,Pomocni,270,261
2202,Lindsey,Ollin,1989/10/30,M,Pomocni,216,313
2203,Loretta,Tuiller,1991/08/10,Z,Pomocni,269,164
2204,Almeria,Courtin,1988/12/27,M,Glavni,190,61
2205,Cam,Verrall,1993/06/12,Z,Glavni,983,730
2206,Freeman,Fowlestone,1993/04/05,Z,Pomocni,514,137
2207,Dorolisa,Weadick,1992/05/24,M,Pomocni,475,14
2208,Elladine,Sproson,1996/04/25,M,Glavni,348,268
2209,Guthry,James,2002/03/25,Z,Glavni,593,686
2210,Millie,Frankcom,1984/03/23,Z,Pomocni,29,590
2211,Dorothea,Boken,1998/12/02,M,Glavni,311,362
2212,Constancia,Ivett,1995/11/24,M,Pomocni,345,772
2213,Germaine,Vicar,1989/05/06,Z,Pomocni,618,737
2214,Roth,Castrillo,1996/05/29,Z,Pomocni,944,406
2215,Bradney,Casale,2010/08/08,Z,Glavni,339,127
2216,Jeremy,Tortoishell,1981/06/11,Z,Glavni,734,273
2217,Garrot,Thirkettle,1985/11/25,M,Pomocni,250,388
2218,Jaime,Lohrensen,1997/05/22,Z,Glavni,753,733
2219,Wakefield,Hayfield,2007/04/10,M,Pomocni,719,365
2220,Clarice,Christopherson,2009/12/04,Z,Glavni,159,337
2221,Bail,Jansens,2008/08/05,M,Glavni,227,518
2222,Marlo,Seifert,1998/12/26,Z,Pomocni,452,494
2223,Calida,Roon,2003/10/09,Z,Glavni,230,564
2224,Nedi,Kedie,1987/04/12,M,Pomocni,598,163
2225,Babbie,Fredi,1999/03/02,Z,Glavni,601,228
2226,Hunter,Rider,1983/03/31,M,Pomocni,14,506
2227,Brunhilda,Jerrolt,1981/10/15,Z,Glavni,882,142
2228,Jared,Cakebread,1990/09/13,M,Pomocni,139,501
2229,Fidelia,Baudins,1994/09/15,M,Glavni,198,667
2230,Allyn,Zanuciolii,1986/05/17,Z,Pomocni,46,375
2231,Lorry,Schrieves,1981/10/12,Z,Pomocni,493,197
2232,Corbet,Geldard,2004/07/07,M,Pomocni,453,881
2233,Rennie,Fidge,1981/06/11,M,Pomocni,529,232
2234,Huberto,Fayers,2005/01/03,Z,Glavni,61,122
2235,Marv,Krojn,1996/12/23,Z,Pomocni,472,386
2236,Kay,Redmond,2008/02/25,M,Pomocni,377,449
2237,Agustin,Briamo,1982/10/05,M,Glavni,397,874
2238,Sapphira,Howorth,1998/11/11,M,Pomocni,599,913
2239,Pete,Byrne,1997/09/27,Z,Pomocni,570,578
2240,Frankie,Skate,2007/04/30,M,Pomocni,894,60
2241,Madelon,Curson,1989/07/31,M,Glavni,332,458
2242,Cary,Hanscome,1982/08/20,M,Pomocni,142,104
2243,Jocelin,Bowker,2002/09/16,Z,Glavni,153,209
2244,Jessee,Haddacks,2005/06/10,M,Pomocni,101,968
2245,Flossie,Cantillon,1987/02/10,M,Pomocni,521,110
2246,Celeste,Alexandrou,2007/09/30,M,Glavni,683,964
2247,Keane,Kaplin,1982/05/13,Z,Pomocni,273,827
2248,Gabriela,Gameson,2004/05/27,M,Pomocni,544,983
2249,Dana,McCanny,1991/07/13,Z,Pomocni,919,73
2250,Amalita,Pescud,1981/05/14,Z,Glavni,679,852
2251,Cassandry,Assel,2006/12/18,M,Pomocni,477,280
2252,Lorita,Muggleston,1995/04/26,M,Pomocni,691,301
2253,Bondon,Burry,1983/12/05,M,Pomocni,896,131
2254,Gertrudis,Snyder,2006/08/01,Z,Pomocni,292,528
2255,Raphaela,Tivenan,1995/05/08,M,Pomocni,135,185
2256,Sigismund,Laight,2002/09/22,M,Glavni,430,550
2257,Merilyn,Peachman,1994/07/29,M,Glavni,755,267
2258,Brianne,Topping,1981/08/13,M,Glavni,376,389
2259,Burnard,Swiffan,1994/08/06,Z,Glavni,468,921
2260,Delaney,Wabersinke,2000/11/03,M,Pomocni,383,707
2261,Imojean,Ortzen,2002/04/09,Z,Glavni,785,264
2262,Hewet,Matskevich,1982/06/15,M,Glavni,819,47
2263,Kesley,Gruszczak,1988/02/03,M,Glavni,933,789
2264,Justin,Willimont,1993/09/25,Z,Glavni,195,503
2265,Brit,Dorman,2005/03/13,M,Glavni,729,582
2266,Felicdad,Lagne,2001/11/14,M,Glavni,875,187
2267,Raddie,Rounsefell,2002/09/05,Z,Glavni,277,619
2268,Laney,Teggart,1987/01/20,M,Glavni,807,159
2269,Sheelah,Fleet,2003/07/02,M,Glavni,546,40
2270,Rachelle,Croser,2000/02/08,Z,Pomocni,995,384
2271,Annabella,McConnal,1994/06/08,Z,Glavni,367,679
2272,Sander,Tabour,2003/08/20,M,Glavni,111,610
2273,Christiana,McKinna,2003/07/20,Z,Pomocni,281,181
2274,Abbie,Casajuana,1990/06/04,Z,Pomocni,372,680
2275,Godard,Pepler,2009/11/22,Z,Glavni,831,963
2276,Adore,Romanski,1997/03/13,M,Pomocni,314,877
2277,Cristy,Aleavy,2005/10/19,M,Pomocni,703,76
2278,Erena,Dunlap,2008/12/14,M,Glavni,338,834
2279,Winthrop,Meriguet,1990/06/20,M,Glavni,297,217
2280,Lara,Stenbridge,2001/12/11,Z,Pomocni,828,33
2281,Carolynn,Robecon,1990/09/26,Z,Glavni,199,825
2282,Virgie,Hryniewicki,1983/09/06,M,Glavni,841,490
2283,Carlee,McNee,1987/05/08,Z,Pomocni,234,177
2284,Adrienne,Vala,2001/04/20,Z,Pomocni,13,481
2285,Veronica,Emmatt,1985/06/10,M,Glavni,836,747
2286,Norry,Sharpless,2006/06/22,Z,Glavni,597,166
2287,Hill,Hanlon,2010/02/07,M,Glavni,3,175
2288,Ephrayim,Matcham,1986/12/18,Z,Glavni,820,973
2289,Harper,Copcott,1995/05/15,Z,Glavni,964,948
2290,Roze,Hammer,2004/08/30,M,Glavni,170,683
2291,Paulie,Dalby,1990/06/25,M,Pomocni,426,878
2292,Cassius,Tesyro,2001/03/04,Z,Pomocni,648,572
2293,Fanny,Jancey,1989/10/29,Z,Glavni,394,358
2294,Lane,Albany,2004/07/12,Z,Pomocni,480,457
2295,Bevin,Nobbs,2005/07/06,M,Pomocni,619,24
2296,Marlow,Moorman,1992/05/02,Z,Glavni,783,978
2297,Adrian,Fillgate,2001/06/26,M,Pomocni,221,85
2298,Hi,Standon,1997/05/07,M,Pomocni,635,869
2299,Marcel,Lademann,1984/02/22,Z,Glavni,115,296
2300,Mariya,Staines,2006/06/20,Z,Pomocni,163,176
2301,Milt,Matiasek,1991/10/10,Z,Glavni,577,153
2302,Mackenzie,Poate,1986/05/12,Z,Glavni,930,157
2303,Jules,Rase,1989/06/13,M,Pomocni,626,247
2304,Bryon,Godehard.sf,2002/12/18,Z,Pomocni,946,289
2305,Jereme,Moscon,2007/03/28,Z,Glavni,978,174
2306,Athena,Purviss,2007/10/02,Z,Pomocni,508,492
2307,Onfroi,Lernihan,1988/12/08,Z,Glavni,858,484
2308,Keeley,Tombs,1987/05/16,Z,Pomocni,770,96
2309,Lanny,Mance,2000/11/14,Z,Pomocni,268,894
2310,Walliw,Gallardo,2004/01/12,M,Pomocni,757,977
2311,Celestyna,Spohr,2000/10/09,Z,Glavni,509,312
2312,Gerry,Freeman,1990/07/22,Z,Glavni,405,425
2313,Hermy,Vell,1984/02/29,M,Glavni,479,856
2314,Mathilda,Setford,1992/03/20,Z,Pomocni,901,77
2315,Henrieta,Danielou,2002/07/23,Z,Glavni,562,340
2316,Arlana,Skudder,2004/01/29,Z,Glavni,779,928
2317,Kellby,Joddens,2010/05/17,M,Pomocni,987,798
2318,Fletch,Gossage,2003/07/29,Z,Pomocni,555,844
2319,Babita,Gillson,1991/11/22,M,Glavni,484,500
2320,Adelaide,Mennear,1996/01/19,M,Pomocni,961,970
2321,Ed,Bernot,1999/09/11,Z,Glavni,849,332
2322,Tailor,Shaves,1990/11/20,M,Pomocni,289,631
2323,Sully,Riley,2003/03/31,Z,Glavni,523,544
2324,Simonne,Letessier,2007/03/16,Z,Pomocni,279,369
2325,Lyssa,MacDunleavy,1987/02/21,Z,Glavni,423,422
2326,Benjamen,Depke,1989/12/29,M,Glavni,609,205
2327,Nollie,Whittuck,1999/05/16,M,Glavni,288,915
2328,Emmalynne,O'Conor,2004/08/29,M,Pomocni,433,757
2329,Sampson,Chrystie,1999/03/12,M,Pomocni,117,35
2330,Loydie,Edgcumbe,2005/06/23,M,Pomocni,803,300
2331,Kathi,Bruckshaw,1992/12/22,M,Glavni,695,442
2332,Xymenes,Belshaw,1989/08/20,Z,Pomocni,391,173
2333,Bev,Munt,2005/10/10,Z,Glavni,282,946
2334,Didi,Abbitt,2003/03/18,M,Glavni,581,135
2335,Dyanna,Birchwood,1983/11/01,Z,Glavni,202,308
2336,Husein,Dewane,1982/03/10,M,Pomocni,704,64
2337,Francene,Earengey,1994/10/31,Z,Pomocni,218,284
2338,Alisha,Yushin,1997/08/19,M,Glavni,136,67
2339,Barthel,Conaghan,1991/09/21,Z,Glavni,85,705
2340,Ozzy,Nuccitelli,1992/03/24,Z,Glavni,321,394
2341,Glenna,Cawt,2003/12/17,Z,Pomocni,665,809
2342,Anastasia,Venable,1998/06/17,Z,Glavni,48,324
2343,Roxie,Jagiello,2007/04/13,Z,Pomocni,180,573
2344,Currey,Kydde,1993/10/28,Z,Pomocni,309,50
2345,Opal,Eves,1990/08/13,Z,Pomocni,939,108
2346,Nyssa,De la Zenne,1998/01/04,M,Glavni,141,391
2347,Adan,Killiam,2004/03/03,M,Glavni,121,486
2348,Edgard,Mostyn,1998/03/31,M,Glavni,825,465
2349,Hagan,Hounsham,1998/12/18,M,Glavni,511,328
2350,Gerrilee,Gisborne,2007/10/08,Z,Pomocni,900,245
2351,Brett,Carlone,2001/02/24,M,Glavni,843,831
2352,Stephie,Beedom,1986/05/16,Z,Glavni,401,230
2353,Ronny,Haslewood,2000/02/19,Z,Glavni,374,630
2354,Cchaddie,McNuff,1990/07/13,Z,Glavni,127,404
2355,Iris,Safhill,2003/08/01,M,Pomocni,138,82
2356,Trent,Valasek,1983/10/18,M,Pomocni,867,325
2357,Marna,Scuse,1995/05/30,M,Glavni,868,706
2358,Susana,Gobel,1999/02/28,M,Glavni,364,106
2359,Gerick,Braybrooks,1983/07/21,M,Glavni,207,559
2360,Georgie,Warlaw,1985/08/25,M,Pomocni,902,68
2361,Yancey,Juleff,2007/12/12,Z,Glavni,629,748
2362,Malia,Ballin,1999/11/14,M,Pomocni,681,283
2363,Kandace,Luparti,1996/08/16,M,Pomocni,504,596
2364,Judd,Pedlar,2009/03/03,M,Pomocni,812,669
2365,Rivalee,Bausor,1984/06/02,Z,Pomocni,303,779
2366,Fania,Beeck,1989/05/04,M,Glavni,855,276
2367,Othello,Postins,1989/02/04,M,Pomocni,65,840
2368,Dilan,Di Dello,1983/01/01,Z,Pomocni,323,604
2369,Galven,Bergeon,1984/11/17,Z,Glavni,108,553
2370,Nikki,Petrovykh,1983/10/07,M,Pomocni,938,657
2371,Shaine,Dowdam,1988/08/23,M,Pomocni,265,861
2372,Bogart,Hrinchishin,1993/08/08,Z,Pomocni,77,926
2373,Tabbie,Britnell,1983/03/15,Z,Pomocni,494,668
2374,Dacey,Checkley,2003/07/28,M,Pomocni,275,653
2375,Wainwright,Phipps,2010/05/03,Z,Glavni,517,665
2376,Georgie,Welberry,1995/01/08,M,Pomocni,246,640
2377,Babs,Lightbown,2001/06/14,M,Glavni,760,367
2378,Gerhard,Crowley,2005/12/05,Z,Glavni,267,971
2379,Elvis,Krinks,1985/05/27,M,Pomocni,617,256
2380,Flinn,Laste,2008/07/09,M,Pomocni,257,298
2381,Annis,Philip,2001/01/30,Z,Glavni,931,594
2382,Kylila,Brim,1994/08/05,Z,Glavni,19,622
2383,Alberik,Murney,2001/03/02,Z,Pomocni,416,66
2384,Mathe,Sutterfield,1985/06/08,Z,Pomocni,684,456
2385,Anetta,Crackel,1992/02/12,M,Glavni,92,536
2386,Jolee,Bimson,1998/02/22,Z,Pomocni,771,552
2387,Denna,Jiran,2006/12/14,M,Pomocni,984,889
2388,Sheilah,Hugh,1983/09/26,Z,Glavni,31,989
2389,Florencia,Troth,1981/05/11,Z,Pomocni,950,956
2390,Granny,Balmann,1992/05/06,Z,Glavni,243,321
2391,Quillan,Hattigan,1999/08/19,M,Pomocni,830,141
2392,Isobel,Mattimoe,1998/12/01,M,Glavni,651,813
2393,Steve,Jeandet,2007/09/29,M,Glavni,565,173
2394,Kiri,Haydon,2010/06/23,M,Pomocni,424,35
2395,Gerri,Roseveare,2005/08/22,Z,Glavni,568,490
2396,Basilius,Germaine,2003/01/08,Z,Glavni,467,827
2397,Gennie,Glendzer,2005/12/08,Z,Pomocni,375,633
2398,Sigfried,Hustings,1982/07/16,M,Pomocni,258,263
2399,Jinny,Wickerson,1987/11/07,M,Glavni,332,697
2400,Lora,Elcoate,1982/06/10,M,Pomocni,908,209
2401,Isadore,Berzin,1988/05/10,M,Glavni,810,278
2402,Titus,Berkely,1985/08/25,Z,Pomocni,645,988
2403,Lanny,Older,1990/03/19,Z,Pomocni,165,21
2404,Cherye,Yakhin,1986/10/28,Z,Glavni,963,193
2405,Bernadene,Bome,2002/03/26,M,Pomocni,707,911
2406,Bryant,Regnard,2001/10/23,M,Pomocni,232,677
2407,Cayla,Grigorini,2002/07/26,M,Pomocni,914,304
2408,Zacharie,Mesant,1995/05/14,M,Pomocni,945,81
2409,Kaitlin,Headley,1987/11/04,Z,Glavni,526,756
2410,Belvia,Oulet,2002/12/08,Z,Pomocni,907,545
2411,Ginnie,McRobbie,1986/01/29,Z,Pomocni,520,224
2412,Sidnee,Mucci,2009/10/02,Z,Glavni,778,112
2413,Dorie,Eckley,1997/06/05,M,Pomocni,756,885
2414,Minni,Baddiley,2002/03/13,Z,Pomocni,151,253
2415,Nixie,Blow,1994/02/01,M,Pomocni,153,104
2416,Esmeralda,Selwin,1999/10/08,M,Pomocni,211,496
2417,Pippo,Crooks,2008/09/30,M,Glavni,834,130
2418,Arnie,Onions,1985/04/14,M,Glavni,735,98
2419,Bev,Bonnier,1991/06/19,Z,Glavni,837,904
2420,Leta,Dewfall,1990/01/13,Z,Glavni,869,725
2421,Forrest,Pattie,2007/04/28,M,Glavni,617,680
2422,Julina,Cockerton,1995/09/08,M,Glavni,394,926
2423,Neely,Castleman,2002/12/25,Z,Glavni,931,662
2424,Livy,Killford,1997/05/27,M,Glavni,3,549
2425,Caroljean,Hayward,2008/12/28,M,Glavni,925,164
2426,Beckie,Girard,1997/08/03,M,Glavni,30,82
2427,Claudell,L'Hommee,2009/08/26,M,Pomocni,846,513
2428,Claiborne,Juniper,2003/11/21,Z,Glavni,531,962
2429,Thedrick,Crosdill,1981/02/18,M,Pomocni,581,255
2430,Collie,McRory,1982/10/17,Z,Glavni,309,335
2431,Perla,Maybey,2001/11/08,Z,Pomocni,220,190
